"date","produced","destroyed","mining.value"
2013-10-06,2899013515019.4,1267043031520.47,912776453944.01
2013-10-07,2426000231707.78,732180123735.283,709693011119.073
2013-10-08,2860769750877.52,862701718064.404,706114631834.877
2013-10-09,2625528070896.98,793574487175.655,750220679505.286
2013-10-10,2734210237494.43,856998152906.325,755011387929.859
2013-10-11,2492114859690.52,864974477775.289,731022501864.326
2013-10-12,2655136129380.06,1044469760232.9,843188601056.206
2013-10-13,2879665155646.51,1231503286085.82,885182125113.729
2013-10-14,2769782801585.3,868943282675.958,724129472834.147
2013-10-15,2618924466106.5,858812352657.864,759299070930.255
2013-10-16,2702936550327.97,741635484240.835,798101456488.619
2013-10-17,2606965297959.57,873821123901.182,807069248272.163
2013-10-18,2570088391634.28,836390165636.823,1074729205471.04
2013-10-19,2551337951178.11,1257617127005.15,1274528088924.37
2013-10-20,2530543044242.92,1280356242085.3,1473832036057.12
2013-10-21,2576618885441.85,771551806533.593,1216071805687.28
2013-10-22,2629304682616.02,710505431027.366,1511272324022.68
2013-10-23,2661419581627.05,1180004989330.56,1324272280956.11
2013-10-24,2586556033511.43,821836199475.279,1429959225066.52
2013-10-25,2852964694996.71,884574046898.862,1054711091285.92
2013-10-26,2928386604320.19,1090181747181.02,1514955835104.9
2013-10-27,3099331795819.51,1296367174080.01,1871877043218.8
2013-10-29,2503692415709.47,856970758268.738,1445264597899.18
2013-10-30,2730904051062.2,800369830363.08,1631766755509.98
2013-10-31,2618609510835.63,782390687652.861,1202448967856.83
2013-11-01,2731513656596.33,813834699821.784,1447807680105.33
2013-11-02,2922544487908.77,1216088252988.98,2023917080315.94
2013-11-03,2668408230598.84,1275096972946.24,2108834835157.73
2013-11-04,3000294836245.14,868646883204.705,1787014084077.06
2013-11-05,2757544561586,1030359386448.52,1261999384129.61
2013-11-06,2713045061580.17,890748575789.769,1348312877573.04
2013-11-07,2766066996474.83,1224221946161.65,1640204129009.19
2013-11-08,2823398404881.18,1026894297132.77,1281750252039.34
2013-11-09,2779143302570.98,1238115801063.26,1380688254963.49
2013-11-10,3164702750479.58,1380114218903.51,1652645954009.07
2013-11-11,2910115403097.55,918511119212.934,1246132984424.27
2013-11-12,2799860326320.36,864101797230.12,1485475915106.25
2013-11-13,3037295452617.83,805748164735.781,1601929030478.75
2013-11-14,2797676344645.41,785819108884.863,1187759923461.29
2013-11-15,2756769927515.13,811427477293.849,1059354662635.12
2013-11-16,2645558461936.63,1229778010751.87,1470797845588.06
2013-11-17,2825237216744.57,1365395406020.47,1054042071274.76
2013-11-18,2653292980120.84,888076117583.93,761762648117.171
2013-11-19,4279279115659.4,708530995022.747,605995974300.852
2013-11-20,4232805287927.99,956307431311.664,675846812487.132
2013-11-21,3636559893581.46,988435393840.595,700815332387.857
2013-11-22,3332813217261.87,898617995489.645,745061374344.088
2013-11-23,3426265407312.85,1501676576440.85,913255658475.734
2013-11-24,3432579206470.6,1505921855193.23,971596667073.234
2013-11-25,3319877607724.52,859030833431.322,751949274673.517
2013-11-26,3241187354838.65,1021388398026.58,814609124301.696
2013-11-27,3225885088778.65,955264585705.601,812917748961.379
2013-11-28,3103798925971.3,889447301405.816,833787044688.112
2013-11-29,3118064372945.8,890006948886.634,902096561747.487
2013-11-30,3498933042831.73,1172173793091.76,976445606332.165
2013-12-01,3239080361192.37,1259877163403.37,1056223750662.1
2013-12-02,3004788454511.96,1071027201126.2,759432127051.312
2013-12-03,3031653186370.03,850812187267.165,773642184995.812
2013-12-04,3017694762241.57,888200534411.628,846077975284.781
2013-12-05,3184854121797,894295235597.035,842251638133.529
2013-12-07,3003097624862.66,1461708585403.52,1024599049290.09
2013-12-08,3282590921592.98,1379447547735.09,1038669145188.95
2013-12-09,3203658757433.92,878334668226.912,780502744170.157
2013-12-10,2913963825964.2,930699568381.558,818800437387.734
2013-12-11,2812725910059.13,808392113454.896,939640852991.565
2013-12-12,3013795819173.48,891047910866.36,831080313750.082
2013-12-13,3085930122077.19,1060196786032.21,820783895759.388
2013-12-14,3192906982838.43,1372427628405.19,928540848500.964
2013-12-15,3134311504347.53,1452636347188.69,961262140154.143
2013-12-16,3054537323210.26,1209243079460.63,764191429203.701
2013-12-17,3099197499451.27,1027325652221.04,796509457629.748
2013-12-18,2860837506459.65,869240643992.018,825457814574.75
2013-12-19,2751891455947.76,803700625142.163,820912480096.336
2013-12-20,2914342292121.4,907280310267.19,767831059321.35
2013-12-21,2986531703425.19,1132946485874.44,857628890435.733
2013-12-22,2978988990753,1122812241225.59,968030416087.954
2013-12-23,2930278497252.29,896797644382.395,803943859067.831
2013-12-24,3075742471011.49,748052697915.769,728284608442.511
2013-12-25,2603122276210.46,696046920363.19,789257628312.468
2013-12-26,2868629232903.13,868179590446.424,856748984405.388
2013-12-27,2877851823422.92,979498800312.136,808147520993.076
2013-12-28,2839713085833.28,1066068751681.52,884608966974.002
2013-12-29,2903912483772.26,1259418010810.85,950930995245.956
2013-12-30,3291718077189.45,1179222309492.67,807069470199.656
2014-01-01,2486912855412.83,1120989360074.81,821576404369.926
2014-01-02,2804865152808.64,1109635910285.78,851560874966.547
2014-01-03,2955404600996.51,1315038937138.74,793632539051.457
2014-01-04,3200793429338.17,1193114828683.04,906020635138.283
2014-01-05,3207595685272.18,1434548568624.26,947176388296.297
2014-01-06,3065622787419.46,1310847899416.18,770352971356.9
2014-01-07,2996625553760.12,1021495832864.31,776773877171.599
2014-01-08,2808986204802.85,952168152331.209,806479796086.31
2014-01-09,2900304188808.62,900158321349.889,807938616890.606
2014-01-10,3176816089188.55,1022525138015.45,759990173503.218
2014-01-11,3135385287777.53,1278828618282.27,912348136991.363
2014-01-12,2974623633554.16,1374925521507.23,947924003344.032
2014-01-13,3134355176404.75,883802395579.67,769108036909.28
2014-01-14,3022387642618.72,807579654497.824,786883742395.557
2014-01-15,2916690783938.22,975798057018.185,824156086265.213
2014-01-16,2837373077298.26,887910115400.587,815899307108.272
2014-01-17,2761768976461.04,1005301627266.33,771142736576.629
2014-01-18,3220722725507.78,2044695959511,911023107209.042
2014-01-19,3025087717831.99,1969417470751.58,918519918341.173
2014-01-20,3008941588538.17,1092457473494.88,794686828076.875
2014-01-21,2906127432515.89,927071831066.237,802461864514.939
2014-01-22,2999066137972.96,962832930412.846,836775607386.529
2014-01-23,2807056575467.43,865659720349.38,848001705027.575
2014-01-25,2852961488734.96,1396869247128.49,908877657261.788
2014-01-26,2984437629161.15,1414670223492.42,965739241787.631
2014-01-27,2846276167318.99,1987939052950.68,753565022010.817
2014-01-28,3354528863181.34,2439254059441.76,617608043546.103
2014-01-29,3479298145029.72,1016448079529.35,805646858859.711
2014-01-30,3036943308207.64,977341058560.454,873540421172.424
2014-01-31,3071994325574.16,1140724343805.12,812832473274.256
2014-02-01,3055951657077.01,1655736552083.29,964632189201.912
2014-02-02,3181860428743.58,1503306771971.18,1033938678016.88
2014-02-03,3032118385308.22,936164195809.662,804468894196.327
2014-02-04,2941845721606.65,1071056490480.85,851126906506.481
2014-02-05,2871726855493.09,1045481551459.03,904703126220.351
2014-02-06,3062255599398.42,1062943560060.6,891823668705.275
2014-02-07,3018974675591.53,1119367074395.44,830477901953.979
2014-02-08,3415897813043.59,1440204840286.34,996872209545.813
2014-02-09,3247927287932.67,1429733411372.62,1046423713187.01
2014-02-10,3319705645043.22,1047162409157.18,819700841702.118
2014-02-11,3085289614517.94,1047787121107.07,866980124489.412
2014-02-12,3275966076535.87,930875897881.553,912602731154.706
2014-02-13,3038802120858.1,974920762036.178,939488904292.402
2014-02-14,3063642625559.96,987920508889.214,857766827727.531
2014-02-15,3289768385237.95,1463687878133.96,1012399638127.79
2014-02-16,3425438010684.5,1368675179418.21,1079009751717.57
2014-02-17,3285388572169.44,1172657919679.03,856825168025.999
2014-02-18,3240044523862.15,916022158893.78,885438510988.395
2014-02-19,3365469585432.31,830833646794.238,885870881820.716
2014-02-20,2780000532882.46,945228500987.375,931866439914.455
2014-02-21,2809352390865.54,918188565583.689,913908787182.752
2014-02-22,3194158809877.79,1410011853150.3,1028542278046.18
2014-02-23,3037298798457.73,1420642719648.72,1055488311670.93
2014-02-24,3342904876209.09,946525398967.075,833268064961.993
2014-02-25,2817886469345.99,1004044652617.25,852022901593.264
2014-02-26,2892860557811.03,862772795293.707,912025801460.07
2014-02-27,2998234368629.45,958220685886.913,935377090731.356
2014-02-28,3280614630293.72,977948062219.037,819142888131.04
2014-03-01,3095728838840.35,1360665225733.9,997866106285.799
2014-03-02,3020955103085.91,1417076359632.55,1076074144093.44
2014-03-03,2936486574571.58,923982542663.809,867762387721.773
2014-03-04,2975217773312.25,850626559110.444,921407761740.607
2014-03-05,2865404081093.28,864038706703.991,909325001999.938
2014-03-06,3017615224344,878732273528.613,955063867599.299
2014-03-07,2977311765671.29,892696004275.754,914018066397.753
2014-03-08,3048344198704.38,1213585015784,1016827790878.64
2014-03-09,2817550997667.81,1293916231913.06,1073104393031.03
2014-03-10,3094751621589.59,1088301465497.02,873910109079.299
2014-03-11,2805720991076.63,984736102337.501,887419718981.403
2014-03-12,3207679812610.02,805156180912.177,791324737717.72
2014-03-13,2975231722918.84,920355104751.434,689156038435.613
2014-03-14,2981367259583.51,828923592563.445,858294950259.304
2014-03-15,3144693227778.84,1480561686510.72,982511117291.464
2014-03-16,3195114795713.85,1510697798768.58,1063390207799.51
2014-03-17,3063882725025.73,898354664664.829,896979567938.922
2014-03-18,2937744294062.14,870595738456.775,928854334576.741
2014-03-19,3117707235578.96,774702218675.223,916274601843.304
2014-03-20,3148325755838.55,879992674740.983,920600052703.346
2014-03-21,3112916189039.79,1008245006017.77,858943814065.613
2014-03-22,3119268985738.45,1249586885609.09,976672462020.865
2014-03-23,3079027396276.86,1438966774884.98,1031471162655.73
2014-03-24,2802655120677.71,867905357427.074,827630633727.258
2014-03-25,2751752666690.21,800354713871.037,836608809311.608
2014-03-26,2609516077505.17,810417280230.848,873798672966.211
2014-03-27,2732540926950.95,788192249387.717,879137512808.894
2014-03-28,2973849348861.59,962605304153.913,818829018756.089
2014-03-29,3026964914411.09,1310683873069.49,941490283426.104
2014-03-30,3177532464461.13,1252274168811.74,946116747282.943
2014-03-31,3134429737953.62,744957897374.861,797634389677.309
2014-04-01,2895052972312.29,820333444002.248,805152930657.555
2014-04-02,2903683148866.9,688566083640.965,844969923889.321
2014-04-03,2675298008266.28,805048930929.589,878778847683.144
2014-04-04,2972210397784.05,819967261522.949,845540356684.093
2014-04-05,2874143754365.46,1138227607010.18,938836864873.004
2014-04-06,2807165194059.27,1216836205078.93,977298329393.476
2014-04-07,3161882865767.12,731270811203.089,806674657602.221
2014-04-08,3048947518565.99,797533531223.501,826540536953.032
2014-04-09,2902016350883.91,736686545133.465,859130808049.588
2014-04-10,2774363517832.71,745839179513.365,863699826973.657
2014-04-11,2958566473782.19,834983765170.809,809793398157.928
2014-04-12,2749081808679.11,1140216911821.79,943959595757.632
2014-04-13,3145380288852.02,1324775547705.82,987911952111.335
2014-04-14,2871715588718.89,668821230423.102,755972220020.548
2014-04-15,2605384763736.34,885936980043.744,832806823924.069
2014-04-16,2777153536065.51,821742718894.506,852176098043.213
2014-04-17,2817831328583.42,779138891059.958,862785410784.129
2014-04-18,2906356394490.92,1034512837732.7,886719332824.239
2014-04-19,3083396082873.81,1127639167559.08,898329306209.982
2014-04-20,2802517116754.07,1053624177160.56,931051331410.934
2014-04-21,2837157104185.23,896085128551.375,873838446105.983
2014-04-22,2930886220860.88,909768774105.483,833333290617.375
2014-04-23,2709022343094.58,831017864388.032,845120140881.596
2014-04-24,2600255877719.04,786114552891.239,866572041740.243
2014-04-25,2548820385339.07,835276135980.662,803139306915.763
2014-04-26,2386280490151.38,1261063220819.23,912596641615.851
2014-04-27,2348977080329.51,1375799648878.24,987776471795.695
2014-04-28,2235912631752.76,799573029982.163,778141175997.646
2014-04-29,2247594717491.9,663714870475.86,807710275080.605
2014-04-30,2642596605393.65,788706721590.409,853680326078.612
2014-05-01,2519953974781.3,847631448878.846,931945570143.897
2014-05-02,2877722439155.52,886254042009.395,872156934574.727
2014-05-03,2891387954304.28,1144969087023.6,968138503062.127
2014-05-04,2844141437636.36,1117654160333.32,1006310555945.33
2014-05-05,3095719631589.41,860479741924.481,868680589522.535
2014-05-06,2744991368478.93,801947677142.737,874289691320.594
2014-05-07,2878370565477.41,958210294446.598,947021418600.859
2014-05-08,2946888535643.63,811086843179.357,927526909976.279
2014-05-09,3016411679571.26,885033789304.973,892680812680.142
2014-05-10,2927818233256.85,1247782790392.1,1009577594320.92
2014-05-11,3189746238031.88,1092977112104.12,1045024029758.44
2014-05-12,2632448898730.11,727896233421.846,914104315959.013
2014-05-13,3104292705103.2,836952584611.993,883091516718.289
2014-05-14,2803030730789,812899401726.481,904090178595.61
2014-05-15,3110520508206.7,1028488801143.32,888357589372.747
2014-05-16,2886271245827,925865734222.442,843028818292.768
2014-05-17,2917220702403.09,1066649221951.56,965466082159.446
2014-05-18,2982191346756.28,1161511436685.41,1029455851532.54
2014-05-19,3055723657747.07,740117877059.138,849693328441.899
2014-05-20,2872068191455.87,819432583248.863,853137741979.075
2014-05-21,3103351328919.05,847335864121.188,835838694892.937
2014-05-22,2909063996109.08,861418095062.627,869057279585.711
2014-05-23,2725048889178.38,833736563297.641,886040318924.609
2014-05-24,2773582845441.52,1051671968538.34,979506740628.028
2014-05-25,3075643829127.99,1048614748125.27,1028000926974.91
2014-05-26,2796172727488.02,1005149561780.21,951846962182.29
2014-05-27,2492378362654.58,850470155595.427,903078397564.865
2014-05-28,2697232675475.5,867820857144.655,895468868977.925
2014-05-29,2741913834158.41,917926036020.952,1002040645445.04
2014-05-30,3008672212629.65,975980993302.797,882993388762.778
2014-05-31,2809218843244.51,1178803291795.99,964210475101.445
2014-06-01,2981083063874.78,1187357641483.74,1026348444077.99
2014-06-03,3203583417870.51,720922098914.762,737870912029.165
2014-06-04,3414493129868.76,919624358103.28,880735240770.086
2014-06-05,3564811384372.96,894728059318.218,960204133933.794
2014-06-06,3113963744778.58,900968807601.548,922535736684.144
2014-06-07,3196315186046.54,1257621637464.94,1007392429316.21
2014-06-08,3319800292462.46,1258550066878.48,1104833638449.43
2014-06-09,3147025061482.7,924665738219.448,976976955095.418
2014-06-10,3103563249867.63,782939517779.534,936659570069.852
2014-06-11,3117159016799.05,842950067358.325,955735368285.818
2014-06-12,2851097678359.28,731649298995.914,947140143808.303
2014-06-13,3076008336676.43,920417830174.962,882439244326.476
2014-06-14,3064556839186.23,1185220321453.73,1020868172274.74
2014-06-15,3184078348143.58,1166482076697.96,1069907469334.4
2014-06-16,2927623917429.7,801981351786.655,894423907147.08
2014-06-17,3148631894114.67,970692256574.208,912988780738.485
2014-06-18,2827809658017.02,732947137166.05,923955795823.039
2014-06-19,2907691089546.14,894986975945.606,996478321178.811
2014-06-20,3020119433063.53,824532975856.424,901288055986.167
2014-06-21,3098218355813.08,1127228797556.27,997338420101.674
2014-06-22,3138314599769.13,1100775325928.19,1040957563769.15
2014-06-23,3121685458742.32,842890927427.045,860224727129.61
2014-06-24,2939742187933.54,743501053404.084,855598665685.838
2014-06-25,2784557522221.41,757493723608.213,901865782387.143
2014-06-26,2961189005105.56,817393240602.008,902071588689.089
2014-06-27,2937749468179.98,793430122414.711,884202847348.538
2014-06-28,2890029860389.71,1061133309418.83,1012793480774.82
2014-06-29,2852380916389.45,1159852352044.59,1062521909869.54
2014-06-30,2808361837426.22,751143676328.921,863346399660.736
2014-07-01,2881358001971.52,671304022667.42,864578417173.018
2014-07-02,2738106933935.21,718351684433.517,909935057689.385
2014-07-03,2994635777615.21,767555241263.761,923206559673.242
2014-07-04,2843802499388.71,798423241944.13,871673801139.871
2014-07-05,2742569094062.23,966633072185.231,976211168596.384
2014-07-06,3182792163938.48,997849434797.554,1048774546776.05
2014-07-07,2707442029561.96,831805775179.347,881410222932.033
2014-07-08,2653978329395.37,956283014486.899,926207128658.963
2014-07-09,2708020053350.33,794524639980.97,910092361633.326
2014-07-10,2665288889572.64,854994378560.375,894601090392.58
2014-07-11,2691284013328.84,963601094611.913,870665607656.663
2014-07-12,2929556952012.75,1116251946138.74,810953028057.118
2014-07-13,2831827536685.08,1148015942452.33,976361089419.296
2014-07-14,2899887337925.77,865570046426.557,852719584886.404
2014-07-15,2782036669815.57,903552317724.653,848027880009.95
2014-07-16,2666320927944.15,747755919223.773,870326380905.612
2014-07-17,2672048638732.71,663633890412.631,875565398018.08
2014-07-18,2796345254703.05,791717411794.341,840406709195.85
2014-07-19,2875870392808.83,1008025652693.82,962267406360.458
2014-07-20,3204620798767.64,1088721338013.03,1027286336107.83
2014-07-21,2720017904233.91,774747803736.133,860152768063.368
2014-07-22,335441531864.422,723974991463.795,673798109819.472
2014-08-01,2504276418926.38,836997953930.428,872548567380.049
2014-08-02,2473050066135.1,1141322803301.71,1018452717904.08
2014-08-03,2645101612298.97,1264160012609.98,1093289367519.82
2014-08-04,2647811420249.05,859838751795.63,899556797883.181
2014-08-05,2507880360732.54,795609098148.274,906951778865.925
2014-08-06,2457629511882.17,741529985420.584,939383083930.123
2014-08-07,2543753135076.12,916119435882.713,884828079235.238
2014-08-08,2516676060952.02,767878137586.336,898698145656.604
2014-08-09,2705129089465.29,1058334070120.8,1015114154672.01
2014-08-10,2687587765266.81,1013426109421.91,1088841931499.36
2014-08-11,2745424260740.58,706402129768.268,902605635408.174
2014-08-12,2501131151449.45,709017594780.736,723925029562.723
2014-08-13,2506231257267.38,851055006210.58,947591782808.478
2014-08-14,2627433922821.24,704400514692.84,931179539853.641
2014-08-15,2558195527049.15,793982737592.056,934385237781.56
2014-08-16,2903041350728.49,807443199434.687,1045707838884.73
2014-08-17,2558433466319.19,1036481870085.66,1063389864000.75
2014-08-18,2676047196323.83,721813001491.628,900777125032.18
2014-08-19,2589990133497.46,836673474121.386,927716374002.002
2014-08-20,3157095958558.28,712379496953.999,938679305226.456
2014-08-21,2680155843874.08,604311500009.47,760757349415.475
2014-08-22,2354662919404.01,702026883653.594,767465270676.718
2014-08-23,2708165831235.36,1018858529178.78,1105314587319.78
2014-08-24,2583935740198.61,1109383202277.46,1116327729590.81
2014-08-25,2651173209832.67,801080706160.51,944552635798.6
2014-08-26,2628424120418.32,605224197404.217,817730343057.197
2014-08-27,2659580036778.11,604540913842.4,840561363806.041
2014-08-28,2624415619405.84,747144838693.938,878358307655.596
2014-08-29,2648879488382.02,735047510439.797,852667765364.743
2014-08-30,2670039219532.75,967710685009.043,1054360384100.14
2014-08-31,2722099482152.5,983934800113.929,1117019293829.99
2014-09-01,2707476384628.88,808295727274.249,946378911863.105
2014-09-02,2511334283693.58,747683100852.635,925966543616.14
2014-09-03,2522831914117.9,607195712950.749,908749597788.538
2014-09-04,2480123238612.02,741184939396.917,918238280484.597
2014-09-05,2491979336633.11,794504356088.835,888242204028.254
2014-09-06,2751007110679.48,986106628682.6,1079048708159.34
2014-09-07,2613304678985.23,1170623615750.17,1115746250611.98
2014-09-08,2461183809322.18,737279407695.39,898593577660.476
2014-09-09,2421790632063.38,657719846646.995,898958430543.797
2014-09-10,2580478401164.61,795619834745.858,933196758778.895
2014-09-11,2505661838206.03,703235427841.447,960470769404.075
2014-09-12,2398865957743.96,746847147587.334,916056937673.919
2014-09-13,2585951600071.3,1165578597065.27,1094669042013.49
2014-09-14,2509275752157.23,1195209224009.4,1101827125550.96
2014-09-15,2556189869492.1,632543366381.637,915142326951.059
2014-09-16,2438921536662.6,632242985544.224,921489495499.539
2014-09-17,2298796548136.62,680350946440.524,948878045346.922
2014-09-18,2345645353779.2,685602345575.132,940930409780.502
2014-09-19,2312803346902.4,783085857780.406,966619642975.173
2014-09-20,2429780333835.6,1137979270813.84,1063592184042.57
2014-09-21,2487996451156.1,1008043713995.8,1056289310446.27
2014-09-22,2495621499804.79,665702468669.754,917040608006.984
2014-09-23,2493009930927.61,641331280516.517,935539261451.686
2014-09-24,2171733820434.97,604825944008.703,929725156361.181
2014-09-25,2296979822606.36,694061299922.641,979642692595.064
2014-09-26,2315399787033.32,690873745286.678,905435417949.746
2014-09-27,2350333324825.83,888843727821.097,1008449875645.22
2014-09-28,2727932378834.3,981346903933.562,1102894033662.42
2014-09-29,2534607698234.35,564901528273.395,870130098608.758
2014-09-30,2363207533235.22,569728428272.698,761058759268.006
2014-10-01,2181174886463.41,603837504823.8,936499851689.929
2014-10-02,2489236383014.01,694398664185.95,948819005882.264
2014-10-03,2343288552905.62,823854184445.38,976312285295.846
2014-10-04,2265020274744.1,1324032147646.93,1051624625214.39
2014-10-05,2425307872283.82,1153775871132.19,1076808934675.72
2014-10-06,2515672220083.03,767857955118.06,880117423876.676
2014-10-07,2355478168766.44,682700004247.41,897543517588.623
2014-10-08,2252416872991.82,734675149740.69,1069549282827.11
2014-10-09,2386769471696.14,689470379577.71,1002723647999.58
2014-10-10,2467555079775.47,796451006280.64,971713914176.675
2014-10-11,2697117076662.03,1362210154421.85,1128611207798.71
2014-10-12,2485350642822.03,1160558694599.78,1177528021734.93
2014-10-13,2457845362827.61,878048255606.52,1007233775196.68
2014-10-14,2477320685508.42,623994686086.97,962219871891.709
2014-10-15,2401890466687.87,881288716972.38,972331916621.129
2014-10-16,2298685487577.68,712402961701.57,1023911438672.11
2014-10-17,2297311041171.43,704664449918.19,944587551100.16
2014-10-18,2626615962906.78,1101015292872.95,1098378869976.88
2014-10-19,2596304949629.17,1287496684128.26,1099035388923.19
2014-10-20,2335764732407.81,799629261633.14,937733591909.306
2014-10-21,2313080467929.63,772337551605.96,919455826864.605
2014-10-22,2150267816595.98,756506052482.66,1012530331284.7
2014-10-23,2577563085484.58,775941951184.7,995173066083.534
2014-10-24,2468964665961.54,768072892354.81,933311147893.023
2014-10-26,2551582471448.26,1441241945828.48,1093083018338.35
2014-10-27,2269089797630.82,791212282489.64,904759978739.861
2014-10-28,2389515584639.92,829081267756,914408525265.324
2014-10-29,2503801228918.9,934747459311.8,950615501795.556
2014-10-30,2550159994037.01,688511284494.27,928491082169.991
2014-10-31,2384475801765.48,737207873620.67,900262782667.533
2014-11-01,2642318407828.79,1044594952825.29,1017371226117.21
2014-11-02,2432589915067.4,1241816381457.36,1093666187840.3
2014-11-03,2555570885008.73,998047344863.43,863734154655.403
2014-11-04,2544277203929.13,892640729889.03,732990973701.863
2014-11-05,2400623348614.26,867949703763.61,886409642721.257
2014-11-06,2438224975187.31,818493026567.8,923430103354.725
2014-11-07,2374041704801.12,825399295211.1,821435829823.646
2014-11-08,2576305302291.16,1298927343420.74,968416965181.166
2014-11-09,2699197422767.13,1226123998239.97,999880524559.431
2014-11-10,2540880179256.84,883935175179.15,827445842370.504
2014-11-11,2592086211306.29,809050322110.03,845937511934.254
2014-11-13,2439412013533.28,859016222485.25,823540616100.83
2014-11-14,2436990485236.66,851761767195.75,779333942042.846
2014-11-15,2738734633510.85,1174241616674.83,939722629118.759
2014-11-16,2573160992204.76,1480232867089.57,969749999066.69
2014-11-17,2374108514840.38,738380286766.41,798555379542.195
2014-11-18,2405107983959.02,835578688228.49,787291479109.274
2014-11-19,2625548879965.45,790410138157.76,814763006124.97
2014-11-20,2241933905126.2,802108849718.43,774329955864.714
2014-11-21,2419859928803.67,812829116681.5,766691276072.103
2014-11-22,2435611916364.3,1225576230089.7,865074999763.622
2014-11-23,2558745758414.6,1123520942595.71,915393577856.75
2014-11-24,2431052115009.36,1007732643076.61,775561252579.841
2014-11-25,2402142745968.45,1009141792873.73,778546099505.395
2014-11-26,2468359509279.18,875855041256.46,819628452190.179
2014-11-27,2503968259155.93,770344266911.43,796138470244.053
2014-11-28,2452781302999.32,919186338157.37,776644619130.858
2014-11-29,2639356597130.12,1216101678278.71,873903545053.675
2014-11-30,2585396855187.19,1318815822548.17,918988368428.851
2014-12-01,2416592366991.15,772026252535.16,746316582526.586
2014-12-02,2588888441553.05,828441220241.07,775112566105.069
2014-12-03,2430637806010.15,842494536561.53,809417925960.951
2014-12-04,2390913683826.96,835441607695.84,796250898642.991
2014-12-05,2620427690282.36,1211162278550.14,779645712977.878
2014-12-06,2556071665378.54,1241268727491.92,893388385477.336
2014-12-07,2753241098091.26,1308608867041.57,922245541238.378
2014-12-08,2675625089536.95,882980828920.75,796448236785.713
2014-12-09,2599724714330.23,701806372407.98,653816022448.042
2014-12-10,2628917751698.96,1034818819745.39,740776670278.329
2014-12-11,2740369649176.75,887577214616.72,726744498692.066
2014-12-12,2784223715657.72,944537833030.1,762486370801.893
2014-12-13,2770831712383.77,1357254676211.93,866648603801.775
2014-12-14,2937072262784.97,1359935971016.5,891452346881.972
2014-12-15,2624763146447.38,878744878532.97,728766333805.698
2014-12-16,2681375839356.59,857547103960.65,772191269624.437
2014-12-17,2735284453642.34,923344339191.72,804445038072.768
2014-12-18,2805807260450.71,919232128814.66,777086012170.892
2014-12-19,2652059048318.28,814006294798.84,110003007172.041
2014-12-20,2761046805577.45,1188884423445.09,760649954053.359
2014-12-21,2833893902645.22,1148471944755.5,936821304699.992
2014-12-22,2802727118012.49,1007200273094.31,786780302947.888
2014-12-23,2864745518649.98,839496770228.94,787841413463.922
2014-12-24,2738749888981.9,685302307135.16,747033531018.91
2014-12-25,2506794948717.04,634428454389.1,774466178863.582
2014-12-26,2573915257274.06,744793031907.83,801935854011.371
2014-12-27,2540227868433.31,1458322681715.09,879307558751.545
2014-12-28,2656043845109.12,1105112419265.94,931047308725.457
2014-12-29,2640847374911.97,991974897695.4,801459613395.268
2014-12-30,2806251765238.81,1105559838006.04,824007800417.433
2014-12-31,2643137944054.33,680629261015.16,719355607268.682
2015-01-02,2818692349430.74,1163713693585.34,853638131564.748
2015-01-03,3099370121480.83,1541459189373.84,914834244085.24
2015-01-04,2998406249008.04,1519604053627.58,929603688583.349
2015-01-05,2882612175005.78,898792990071.52,732279090557.023
2015-01-06,2833431697691.92,1076215885359.52,824875312351.903
2015-01-07,2674670497028.34,850661986703.12,843618592829.169
2015-01-08,2713896294454.02,920172128723.93,847762216645.044
2015-01-09,2776643514479.06,847100233589.48,814658619786.182
2015-01-10,2869068942642.47,1203590354080.74,931324474500.459
2015-01-11,2737760260501.18,1381268067031,972465236222.889
2015-01-12,2725922997911.2,867909543378.01,761248010312.652
2015-01-13,2550266584702.68,788828003334.69,751402288864.506
2015-01-14,2625689445237.32,824255040582.45,798248138336.405
2015-01-15,2712241259664.15,852721468120.27,811987728596.924
2015-01-16,2686469557263.38,906957374858.23,808450883046.078
2015-01-17,2924080523880.61,1339141692483.51,933429978418.577
2015-01-18,2715538681078.29,1548261751808.35,962980192700.731
2015-01-19,2662282963816.11,972480869550.95,784854865139.88
2015-01-20,2553996520582.97,859844604311.03,751043135951.006
2015-01-21,2651965259552.21,934711725001.89,831204763337.1
2015-01-22,2678343630443.39,856244727114.44,789842588646.854
2015-01-23,2786728789868.34,1012611160307.07,811982227406.292
2015-01-24,2513590486400.12,1285944657693.78,932239549888.169
2015-01-25,2675796863995.41,1226969816195.99,979721771031.193
2015-01-26,2544009971275.18,833102882499.73,804315967608.63
2015-01-27,2624591000544.39,843049221579.54,825669671706.097
2015-01-28,2484322773193.1,835976507031.71,843792621047.19
2015-01-29,2753598026958.27,801402246397.39,835199450968.878
2015-01-30,2548131811867.61,941583463552.33,783448631465.063
2015-01-31,2676072834310.68,1264717882990.5,925624194228.85
2015-02-01,2662239937911.92,1429047987318.1,948959444937.416
2015-02-02,2830384796077.16,750881860488.96,770363612260.394
2015-02-03,2639156202716.88,883499255019.46,769076307783.726
2015-02-04,2521775114223.83,829233836961.9,818979527921.218
2015-02-05,2709688840659.98,855140143242.02,802538531675.556
2015-02-06,2645952146800.94,981761380422.31,811514020020.971
2015-02-07,2629133249341.35,1180317671497.93,948843745165.065
